Codi Municipi Edats Homes Dones Total
82166 Sant-Jaume-de-Frontanyà 69 1 0 1
82166 Sant-Jaume-de-Frontanyà 70 0 1 1
82166 Sant-Jaume-de-Frontanyà 71 0 0 0
82166 Sant-Jaume-de-Frontanyà 72 0 0 0
82166 Sant-Jaume-de-Frontanyà 73 0 0 0
82166 Sant-Jaume-de-Frontanyà 74 1 0 1
82166 Sant-Jaume-de-Frontanyà 75 0 0 0
82166 Sant-Jaume-de-Frontanyà 76 0 0 0
82166 Sant-Jaume-de-Frontanyà 77 1 0 1
82166 Sant-Jaume-de-Frontanyà 78 0 0 0
82166 Sant-Jaume-de-Frontanyà 79 0 0 0
82166 Sant-Jaume-de-Frontanyà 80 0 0 0
82166 Sant-Jaume-de-Frontanyà 81 0 0 0
82166 Sant-Jaume-de-Frontanyà 82 0 0 0
82166 Sant-Jaume-de-Frontanyà 83 0 0 0
82166 Sant-Jaume-de-Frontanyà 84 0 0 0
82166 Sant-Jaume-de-Frontanyà 85 0 0 0
82166 Sant-Jaume-de-Frontanyà 86 0 0 0
82166 Sant-Jaume-de-Frontanyà 87 0 0 0
82166 Sant-Jaume-de-Frontanyà 88 0 0 0
82166 Sant-Jaume-de-Frontanyà 89 0 0 0
82166 Sant-Jaume-de-Frontanyà 90 0 0 0
82166 Sant-Jaume-de-Frontanyà 91 0 0 0
82166 Sant-Jaume-de-Frontanyà 92 0 0 0
82166 Sant-Jaume-de-Frontanyà 93 0 0 0
82166 Sant-Jaume-de-Frontanyà 94 0 0 0
82166 Sant-Jaume-de-Frontanyà 95 0 0 0
82166 Sant-Jaume-de-Frontanyà 96 0 0 0
82166 Sant-Jaume-de-Frontanyà 97 0 0 0
82166 Sant-Jaume-de-Frontanyà 98 0 0 0
82166 Sant-Jaume-de-Frontanyà 99 0 0 0
82166 Sant-Jaume-de-Frontanyà 100 0 0 0
171655 Sant-Jaume-de-Llierca 0 4 2 6
171655 Sant-Jaume-de-Llierca 1 5 3 8
171655 Sant-Jaume-de-Llierca 2 8 5 13
171655 Sant-Jaume-de-Llierca 3 4 3 7
171655 Sant-Jaume-de-Llierca 4 4 7 11
171655 Sant-Jaume-de-Llierca 5 4 4 8
171655 Sant-Jaume-de-Llierca 6 4 2 6
171655 Sant-Jaume-de-Llierca 7 7 3 10
171655 Sant-Jaume-de-Llierca 8 5 6 11
171655 Sant-Jaume-de-Llierca 9 5 4 9
171655 Sant-Jaume-de-Llierca 10 6 2 8
171655 Sant-Jaume-de-Llierca 11 3 2 5
171655 Sant-Jaume-de-Llierca 12 2 2 4
171655 Sant-Jaume-de-Llierca 13 1 6 7
171655 Sant-Jaume-de-Llierca 14 1 4 5
171655 Sant-Jaume-de-Llierca 15 4 1 5
171655 Sant-Jaume-de-Llierca 16 3 6 9
171655 Sant-Jaume-de-Llierca 17 0 5 5
171655 Sant-Jaume-de-Llierca 18 1 6 7
171655 Sant-Jaume-de-Llierca 19 5 9 14
171655 Sant-Jaume-de-Llierca 20 5 4 9
171655 Sant-Jaume-de-Llierca 21 1 5 6
171655 Sant-Jaume-de-Llierca 22 5 6 11
171655 Sant-Jaume-de-Llierca 23 3 5 8
171655 Sant-Jaume-de-Llierca 24 2 6 8
171655 Sant-Jaume-de-Llierca 25 3 5 8
171655 Sant-Jaume-de-Llierca 26 6 5 11
171655 Sant-Jaume-de-Llierca 27 9 4 13
171655 Sant-Jaume-de-Llierca 28 7 8 15
171655 Sant-Jaume-de-Llierca 29 6 7 13
171655 Sant-Jaume-de-Llierca 30 4 4 8
171655 Sant-Jaume-de-Llierca 31 5 4 9
171655 Sant-Jaume-de-Llierca 32 4 4 8
171655 Sant-Jaume-de-Llierca 33 2 6 8
171655 Sant-Jaume-de-Llierca 34 4 6 10
171655 Sant-Jaume-de-Llierca 35 6 6 12
171655 Sant-Jaume-de-Llierca 36 5 6 11
171655 Sant-Jaume-de-Llierca 37 9 7 16
171655 Sant-Jaume-de-Llierca 38 4 4 8
171655 Sant-Jaume-de-Llierca 39 2 4 6
171655 Sant-Jaume-de-Llierca 40 9 4 13
171655 Sant-Jaume-de-Llierca 41 2 7 9
171655 Sant-Jaume-de-Llierca 42 5 6 11
171655 Sant-Jaume-de-Llierca 43 7 4 11
171655 Sant-Jaume-de-Llierca 44 4 5 9
171655 Sant-Jaume-de-Llierca 45 3 11 14
171655 Sant-Jaume-de-Llierca 46 4 3 7
171655 Sant-Jaume-de-Llierca 47 6 8 14
171655 Sant-Jaume-de-Llierca 48 7 5 12
171655 Sant-Jaume-de-Llierca 49 6 2 8
171655 Sant-Jaume-de-Llierca 50 10 7 17
171655 Sant-Jaume-de-Llierca 51 8 1 9
171655 Sant-Jaume-de-Llierca 52 3 4 7
171655 Sant-Jaume-de-Llierca 53 6 5 11
171655 Sant-Jaume-de-Llierca 54 4 7 11
171655 Sant-Jaume-de-Llierca 55 2 8 10
171655 Sant-Jaume-de-Llierca 56 7 10 17
171655 Sant-Jaume-de-Llierca 57 14 6 20
171655 Sant-Jaume-de-Llierca 58 10 3 13
171655 Sant-Jaume-de-Llierca 59 8 11 19
171655 Sant-Jaume-de-Llierca 60 7 4 11
171655 Sant-Jaume-de-Llierca 61 1 9 10
171655 Sant-Jaume-de-Llierca 62 5 2 7
171655 Sant-Jaume-de-Llierca 63 7 4 11
171655 Sant-Jaume-de-Llierca 64 4 1 5
171655 Sant-Jaume-de-Llierca 65 6 1 7
171655 Sant-Jaume-de-Llierca 66 7 5 12
171655 Sant-Jaume-de-Llierca 67 2 2 4
171655 Sant-Jaume-de-Llierca 68 4 5 9
171655 Sant-Jaume-de-Llierca 69 2 6 8
171655 Sant-Jaume-de-Llierca 70 5 2 7
171655 Sant-Jaume-de-Llierca 71 3 7 10
171655 Sant-Jaume-de-Llierca 72 3 2 5
171655 Sant-Jaume-de-Llierca 73 4 4 8
171655 Sant-Jaume-de-Llierca 74 3 2 5
171655 Sant-Jaume-de-Llierca 75 6 4 10
171655 Sant-Jaume-de-Llierca 76 5 9 14
171655 Sant-Jaume-de-Llierca 77 2 3 5
171655 Sant-Jaume-de-Llierca 78 3 3 6
171655 Sant-Jaume-de-Llierca 79 4 4 8
171655 Sant-Jaume-de-Llierca 80 2 4 6
171655 Sant-Jaume-de-Llierca 81 3 3 6
171655 Sant-Jaume-de-Llierca 82 4 6 10
171655 Sant-Jaume-de-Llierca 83 3 5 8
171655 Sant-Jaume-de-Llierca 84 3 9 12
171655 Sant-Jaume-de-Llierca 85 1 3 4
171655 Sant-Jaume-de-Llierca 86 3 3 6
171655 Sant-Jaume-de-Llierca 87 1 2 3
171655 Sant-Jaume-de-Llierca 88 1 6 7
171655 Sant-Jaume-de-Llierca 89 3 4 7
171655 Sant-Jaume-de-Llierca 90 2 7 9
171655 Sant-Jaume-de-Llierca 91 4 2 6
171655 Sant-Jaume-de-Llierca 92 2 1 3
171655 Sant-Jaume-de-Llierca 93 1 1 2
171655 Sant-Jaume-de-Llierca 94 0 2 2
171655 Sant-Jaume-de-Llierca 95 0 0 0
171655 Sant-Jaume-de-Llierca 96 1 0 1
171655 Sant-Jaume-de-Llierca 97 0 0 0
171655 Sant-Jaume-de-Llierca 98 0 0 0
171655 Sant-Jaume-de-Llierca 99 0 0 0
171655 Sant-Jaume-de-Llierca 100 0 0 0
431378 Sant-Jaume-dels-Domenys 0 9 9 18
431378 Sant-Jaume-dels-Domenys 1 9 15 24
431378 Sant-Jaume-dels-Domenys 2 14 18 32
431378 Sant-Jaume-dels-Domenys 3 17 7 24
431378 Sant-Jaume-dels-Domenys 4 13 18 31
431378 Sant-Jaume-dels-Domenys 5 12 16 28
431378 Sant-Jaume-dels-Domenys 6 26 18 44
431378 Sant-Jaume-dels-Domenys 7 19 21 40
431378 Sant-Jaume-dels-Domenys 8 23 13 36
431378 Sant-Jaume-dels-Domenys 9 24 17 41
431378 Sant-Jaume-dels-Domenys 10 21 17 38
431378 Sant-Jaume-dels-Domenys 11 18 15 33
431378 Sant-Jaume-dels-Domenys 12 22 21 43
431378 Sant-Jaume-dels-Domenys 13 16 12 28
431378 Sant-Jaume-dels-Domenys 14 11 14 25
431378 Sant-Jaume-dels-Domenys 15 17 14 31
431378 Sant-Jaume-dels-Domenys 16 19 14 33
431378 Sant-Jaume-dels-Domenys 17 12 8 20
431378 Sant-Jaume-dels-Domenys 18 8 11 19
431378 Sant-Jaume-dels-Domenys 19 12 10 22
431378 Sant-Jaume-dels-Domenys 20 9 10 19
431378 Sant-Jaume-dels-Domenys 21 9 11 20
431378 Sant-Jaume-dels-Domenys 22 9 11 20
431378 Sant-Jaume-dels-Domenys 23 16 12 28
431378 Sant-Jaume-dels-Domenys 24 8 6 14
431378 Sant-Jaume-dels-Domenys 25 12 6 18
431378 Sant-Jaume-dels-Domenys 26 12 5 17
431378 Sant-Jaume-dels-Domenys 27 8 9 17
431378 Sant-Jaume-dels-Domenys 28 12 10 22
431378 Sant-Jaume-dels-Domenys 29 10 11 21
431378 Sant-Jaume-dels-Domenys 30 11 15 26
431378 Sant-Jaume-dels-Domenys 31 11 14 25
431378 Sant-Jaume-dels-Domenys 32 24 9 33
431378 Sant-Jaume-dels-Domenys 33 22 21 43
431378 Sant-Jaume-dels-Domenys 34 19 20 39
431378 Sant-Jaume-dels-Domenys 35 17 19 36
431378 Sant-Jaume-dels-Domenys 36 27 27 54
431378 Sant-Jaume-dels-Domenys 37 22 26 48
431378 Sant-Jaume-dels-Domenys 38 28 29 57
431378 Sant-Jaume-dels-Domenys 39 35 25 60
431378 Sant-Jaume-dels-Domenys 40 26 25 51
431378 Sant-Jaume-dels-Domenys 41 17 21 38
431378 Sant-Jaume-dels-Domenys 42 26 24 50
431378 Sant-Jaume-dels-Domenys 43 27 26 53
431378 Sant-Jaume-dels-Domenys 44 27 20 47
431378 Sant-Jaume-dels-Domenys 45 22 20 42
431378 Sant-Jaume-dels-Domenys 46 19 18 37
431378 Sant-Jaume-dels-Domenys 47 26 17 43
431378 Sant-Jaume-dels-Domenys 48 18 23 41
431378 Sant-Jaume-dels-Domenys 49 23 19 42
431378 Sant-Jaume-dels-Domenys 50 24 11 35
431378 Sant-Jaume-dels-Domenys 51 27 24 51
431378 Sant-Jaume-dels-Domenys 52 19 16 35
431378 Sant-Jaume-dels-Domenys 53 11 16 27
431378 Sant-Jaume-dels-Domenys 54 17 20 37
431378 Sant-Jaume-dels-Domenys 55 13 10 23
431378 Sant-Jaume-dels-Domenys 56 13 9 22
431378 Sant-Jaume-dels-Domenys 57 23 15 38
431378 Sant-Jaume-dels-Domenys 58 17 8 25
431378 Sant-Jaume-dels-Domenys 59 16 20 36
431378 Sant-Jaume-dels-Domenys 60 17 14 31
431378 Sant-Jaume-dels-Domenys 61 18 11 29
431378 Sant-Jaume-dels-Domenys 62 14 16 30
431378 Sant-Jaume-dels-Domenys 63 15 18 33
431378 Sant-Jaume-dels-Domenys 64 10 7 17
431378 Sant-Jaume-dels-Domenys 65 11 15 26
431378 Sant-Jaume-dels-Domenys 66 12 15 27
431378 Sant-Jaume-dels-Domenys 67 20 8 28
431378 Sant-Jaume-dels-Domenys 68 7 12 19
431378 Sant-Jaume-dels-Domenys 69 13 12 25
431378 Sant-Jaume-dels-Domenys 70 12 8 20
431378 Sant-Jaume-dels-Domenys 71 10 13 23
431378 Sant-Jaume-dels-Domenys 72 6 10 16
431378 Sant-Jaume-dels-Domenys 73 7 10 17
431378 Sant-Jaume-dels-Domenys 74 12 8 20
431378 Sant-Jaume-dels-Domenys 75 3 7 10
431378 Sant-Jaume-dels-Domenys 76 10 14 24
431378 Sant-Jaume-dels-Domenys 77 5 6 11
431378 Sant-Jaume-dels-Domenys 78 9 4 13
431378 Sant-Jaume-dels-Domenys 79 9 10 19
431378 Sant-Jaume-dels-Domenys 80 3 7 10
431378 Sant-Jaume-dels-Domenys 81 5 7 12
431378 Sant-Jaume-dels-Domenys 82 6 10 16
431378 Sant-Jaume-dels-Domenys 83 9 3 12
431378 Sant-Jaume-dels-Domenys 84 3 6 9
431378 Sant-Jaume-dels-Domenys 85 4 8 12
431378 Sant-Jaume-dels-Domenys 86 3 6 9
431378 Sant-Jaume-dels-Domenys 87 3 9 12
431378 Sant-Jaume-dels-Domenys 88 2 5 7
431378 Sant-Jaume-dels-Domenys 89 1 3 4
431378 Sant-Jaume-dels-Domenys 90 2 2 4
431378 Sant-Jaume-dels-Domenys 91 1 2 3
431378 Sant-Jaume-dels-Domenys 92 0 4 4
431378 Sant-Jaume-dels-Domenys 93 2 3 5
431378 Sant-Jaume-dels-Domenys 94 0 1 1
431378 Sant-Jaume-dels-Domenys 95 0 1 1
431378 Sant-Jaume-dels-Domenys 96 1 0 1
431378 Sant-Jaume-dels-Domenys 97 0 1 1
431378 Sant-Jaume-dels-Domenys 98 0 0 0
431378 Sant-Jaume-dels-Domenys 99 0 0 0
431378 Sant-Jaume-dels-Domenys 100 0 0 0
171674 Sant-Joan-de-les-Abadesses 0 12 6 18
171674 Sant-Joan-de-les-Abadesses 1 12 11 23
171674 Sant-Joan-de-les-Abadesses 2 10 6 16
171674 Sant-Joan-de-les-Abadesses 3 9 19 28
171674 Sant-Joan-de-les-Abadesses 4 15 19 34
171674 Sant-Joan-de-les-Abadesses 5 16 14 30
171674 Sant-Joan-de-les-Abadesses 6 15 15 30
171674 Sant-Joan-de-les-Abadesses 7 20 12 32
171674 Sant-Joan-de-les-Abadesses 8 19 10 29
171674 Sant-Joan-de-les-Abadesses 9 10 13 23
171674 Sant-Joan-de-les-Abadesses 10 14 13 27
171674 Sant-Joan-de-les-Abadesses 11 17 10 27
171674 Sant-Joan-de-les-Abadesses 12 9 11 20
171674 Sant-Joan-de-les-Abadesses 13 18 11 29
171674 Sant-Joan-de-les-Abadesses 14 6 11 17
171674 Sant-Joan-de-les-Abadesses 15 13 8 21
171674 Sant-Joan-de-les-Abadesses 16 8 14 22
171674 Sant-Joan-de-les-Abadesses 17 13 11 24
171674 Sant-Joan-de-les-Abadesses 18 15 25 40
171674 Sant-Joan-de-les-Abadesses 19 13 13 26
171674 Sant-Joan-de-les-Abadesses 20 12 13 25
171674 Sant-Joan-de-les-Abadesses 21 10 7 17
171674 Sant-Joan-de-les-Abadesses 22 19 13 32
171674 Sant-Joan-de-les-Abadesses 23 10 9 19
171674 Sant-Joan-de-les-Abadesses 24 13 18 31
171674 Sant-Joan-de-les-Abadesses 25 16 10 26
171674 Sant-Joan-de-les-Abadesses 26 18 8 26
171674 Sant-Joan-de-les-Abadesses 27 8 9 17
171674 Sant-Joan-de-les-Abadesses 28 17 12 29
171674 Sant-Joan-de-les-Abadesses 29 15 9 24
171674 Sant-Joan-de-les-Abadesses 30 17 10 27
171674 Sant-Joan-de-les-Abadesses 31 20 12 32
171674 Sant-Joan-de-les-Abadesses 32 19 22 41
171674 Sant-Joan-de-les-Abadesses 33 15 19 34
171674 Sant-Joan-de-les-Abadesses 34 21 13 34
171674 Sant-Joan-de-les-Abadesses 35 16 12 28
171674 Sant-Joan-de-les-Abadesses 36 17 21 38
171674 Sant-Joan-de-les-Abadesses 37 26 23 49
171674 Sant-Joan-de-les-Abadesses 38 20 26 46
171674 Sant-Joan-de-les-Abadesses 39 27 32 59
171674 Sant-Joan-de-les-Abadesses 40 33 28 61
171674 Sant-Joan-de-les-Abadesses 41 22 17 39
171674 Sant-Joan-de-les-Abadesses 42 29 22 51
171674 Sant-Joan-de-les-Abadesses 43 24 17 41
171674 Sant-Joan-de-les-Abadesses 44 31 16 47
171674 Sant-Joan-de-les-Abadesses 45 25 15 40
171674 Sant-Joan-de-les-Abadesses 46 15 24 39
171674 Sant-Joan-de-les-Abadesses 47 23 27 50
171674 Sant-Joan-de-les-Abadesses 48 28 23 51
171674 Sant-Joan-de-les-Abadesses 49 33 18 51
171674 Sant-Joan-de-les-Abadesses 50 25 22 47
171674 Sant-Joan-de-les-Abadesses 51 19 27 46
171674 Sant-Joan-de-les-Abadesses 52 29 15 44
171674 Sant-Joan-de-les-Abadesses 53 29 26 55
171674 Sant-Joan-de-les-Abadesses 54 26 20 46
171674 Sant-Joan-de-les-Abadesses 55 26 18 44
171674 Sant-Joan-de-les-Abadesses 56 18 28 46
171674 Sant-Joan-de-les-Abadesses 57 26 30 56
171674 Sant-Joan-de-les-Abadesses 58 26 26 52
171674 Sant-Joan-de-les-Abadesses 59 22 25 47
171674 Sant-Joan-de-les-Abadesses 60 28 23 51
171674 Sant-Joan-de-les-Abadesses 61 24 31 55
171674 Sant-Joan-de-les-Abadesses 62 21 17 38
171674 Sant-Joan-de-les-Abadesses 63 22 25 47
171674 Sant-Joan-de-les-Abadesses 64 22 27 49
171674 Sant-Joan-de-les-Abadesses 65 26 19 45
171674 Sant-Joan-de-les-Abadesses 66 24 25 49
171674 Sant-Joan-de-les-Abadesses 67 28 23 51
171674 Sant-Joan-de-les-Abadesses 68 29 26 55
171674 Sant-Joan-de-les-Abadesses 69 22 19 41
171674 Sant-Joan-de-les-Abadesses 70 18 19 37
171674 Sant-Joan-de-les-Abadesses 71 18 26 44
171674 Sant-Joan-de-les-Abadesses 72 13 19 32
171674 Sant-Joan-de-les-Abadesses 73 23 16 39
171674 Sant-Joan-de-les-Abadesses 74 17 12 29
171674 Sant-Joan-de-les-Abadesses 75 17 15 32
171674 Sant-Joan-de-les-Abadesses 76 12 28 40
171674 Sant-Joan-de-les-Abadesses 77 6 12 18
171674 Sant-Joan-de-les-Abadesses 78 6 15 21
171674 Sant-Joan-de-les-Abadesses 79 15 19 34
171674 Sant-Joan-de-les-Abadesses 80 17 20 37
171674 Sant-Joan-de-les-Abadesses 81 8 21 29
171674 Sant-Joan-de-les-Abadesses 82 16 26 42
171674 Sant-Joan-de-les-Abadesses 83 12 21 33
171674 Sant-Joan-de-les-Abadesses 84 15 19 34
171674 Sant-Joan-de-les-Abadesses 85 11 23 34
171674 Sant-Joan-de-les-Abadesses 86 10 13 23
171674 Sant-Joan-de-les-Abadesses 87 9 13 22
171674 Sant-Joan-de-les-Abadesses 88 8 14 22
171674 Sant-Joan-de-les-Abadesses 89 7 11 18
171674 Sant-Joan-de-les-Abadesses 90 5 9 14
171674 Sant-Joan-de-les-Abadesses 91 6 15 21
171674 Sant-Joan-de-les-Abadesses 92 3 9 12
171674 Sant-Joan-de-les-Abadesses 93 1 1 2
171674 Sant-Joan-de-les-Abadesses 94 0 5 5
171674 Sant-Joan-de-les-Abadesses 95 1 2 3
171674 Sant-Joan-de-les-Abadesses 96 1 4 5
171674 Sant-Joan-de-les-Abadesses 97 0 2 2
171674 Sant-Joan-de-les-Abadesses 98 0 0 0
171674 Sant-Joan-de-les-Abadesses 99 0 0 0
171674 Sant-Joan-de-les-Abadesses 100 1 1 2
171680 Sant-Joan-de-Mollet 0 1 1 2
171680 Sant-Joan-de-Mollet 1 4 0 4
171680 Sant-Joan-de-Mollet 2 1 1 2
171680 Sant-Joan-de-Mollet 3 0 2 2
171680 Sant-Joan-de-Mollet 4 3 1 4
171680 Sant-Joan-de-Mollet 5 1 5 6
171680 Sant-Joan-de-Mollet 6 3 1 4
171680 Sant-Joan-de-Mollet 7 2 7 9
171680 Sant-Joan-de-Mollet 8 2 6 8
171680 Sant-Joan-de-Mollet 9 2 7 9
171680 Sant-Joan-de-Mollet 10 2 3 5
171680 Sant-Joan-de-Mollet 11 4 4 8
171680 Sant-Joan-de-Mollet 12 3 2 5
171680 Sant-Joan-de-Mollet 13 1 0 1
171680 Sant-Joan-de-Mollet 14 5 0 5
171680 Sant-Joan-de-Mollet 15 2 3 5
171680 Sant-Joan-de-Mollet 16 4 2 6
171680 Sant-Joan-de-Mollet 17 2 4 6
171680 Sant-Joan-de-Mollet 18 2 4 6
171680 Sant-Joan-de-Mollet 19 2 4 6
171680 Sant-Joan-de-Mollet 20 4 0 4
171680 Sant-Joan-de-Mollet 21 2 1 3
171680 Sant-Joan-de-Mollet 22 4 3 7
171680 Sant-Joan-de-Mollet 23 2 3 5
171680 Sant-Joan-de-Mollet 24 0 1 1
171680 Sant-Joan-de-Mollet 25 2 1 3
171680 Sant-Joan-de-Mollet 26 2 4 6
171680 Sant-Joan-de-Mollet 27 1 2 3
171680 Sant-Joan-de-Mollet 28 1 2 3
171680 Sant-Joan-de-Mollet 29 1 3 4
171680 Sant-Joan-de-Mollet 30 3 3 6
171680 Sant-Joan-de-Mollet 31 1 2 3
171680 Sant-Joan-de-Mollet 32 2 1 3
171680 Sant-Joan-de-Mollet 33 3 4 7
171680 Sant-Joan-de-Mollet 34 2 2 4
171680 Sant-Joan-de-Mollet 35 3 5 8
171680 Sant-Joan-de-Mollet 36 4 2 6
171680 Sant-Joan-de-Mollet 37 3 9 12
171680 Sant-Joan-de-Mollet 38 4 3 7
171680 Sant-Joan-de-Mollet 39 3 5 8
171680 Sant-Joan-de-Mollet 40 4 4 8
171680 Sant-Joan-de-Mollet 41 4 7 11
171680 Sant-Joan-de-Mollet 42 5 4 9
171680 Sant-Joan-de-Mollet 43 5 1 6
171680 Sant-Joan-de-Mollet 44 6 2 8
171680 Sant-Joan-de-Mollet 45 3 4 7
171680 Sant-Joan-de-Mollet 46 4 5 9
171680 Sant-Joan-de-Mollet 47 5 3 8
171680 Sant-Joan-de-Mollet 48 5 4 9
171680 Sant-Joan-de-Mollet 49 6 0 6
171680 Sant-Joan-de-Mollet 50 4 10 14
171680 Sant-Joan-de-Mollet 51 1 6 7
171680 Sant-Joan-de-Mollet 52 3 7 10
171680 Sant-Joan-de-Mollet 53 8 2 10
171680 Sant-Joan-de-Mollet 54 6 4 10
171680 Sant-Joan-de-Mollet 55 9 1 10
171680 Sant-Joan-de-Mollet 56 1 2 3
171680 Sant-Joan-de-Mollet 57 5 4 9
171680 Sant-Joan-de-Mollet 58 1 3 4
171680 Sant-Joan-de-Mollet 59 3 6 9
171680 Sant-Joan-de-Mollet 60 3 3 6
171680 Sant-Joan-de-Mollet 61 1 3 4
171680 Sant-Joan-de-Mollet 62 3 2 5
171680 Sant-Joan-de-Mollet 63 2 5 7
171680 Sant-Joan-de-Mollet 64 4 2 6
171680 Sant-Joan-de-Mollet 65 4 4 8
171680 Sant-Joan-de-Mollet 66 4 5 9
171680 Sant-Joan-de-Mollet 67 2 1 3
171680 Sant-Joan-de-Mollet 68 3 2 5
171680 Sant-Joan-de-Mollet 69 3 1 4
171680 Sant-Joan-de-Mollet 70 0 2 2
171680 Sant-Joan-de-Mollet 71 1 2 3
171680 Sant-Joan-de-Mollet 72 2 1 3
171680 Sant-Joan-de-Mollet 73 2 2 4
171680 Sant-Joan-de-Mollet 74 0 3 3
171680 Sant-Joan-de-Mollet 75 1 0 1
171680 Sant-Joan-de-Mollet 76 1 5 6
171680 Sant-Joan-de-Mollet 77 0 0 0
171680 Sant-Joan-de-Mollet 78 1 0 1
171680 Sant-Joan-de-Mollet 79 3 2 5
171680 Sant-Joan-de-Mollet 80 6 3 9
171680 Sant-Joan-de-Mollet 81 1 3 4
171680 Sant-Joan-de-Mollet 82 0 1 1
171680 Sant-Joan-de-Mollet 83 1 1 2
171680 Sant-Joan-de-Mollet 84 4 2 6
171680 Sant-Joan-de-Mollet 85 1 3 4
171680 Sant-Joan-de-Mollet 86 0 0 0
171680 Sant-Joan-de-Mollet 87 1 1 2
171680 Sant-Joan-de-Mollet 88 1 3 4
171680 Sant-Joan-de-Mollet 89 0 0 0
171680 Sant-Joan-de-Mollet 90 0 2 2
171680 Sant-Joan-de-Mollet 91 0 4 4
171680 Sant-Joan-de-Mollet 92 0 1 1
171680 Sant-Joan-de-Mollet 93 0 0 0
171680 Sant-Joan-de-Mollet 94 0 1 1
171680 Sant-Joan-de-Mollet 95 0 0 0
171680 Sant-Joan-de-Mollet 96 0 0 0
171680 Sant-Joan-de-Mollet 97 0 0 0
171680 Sant-Joan-de-Mollet 98 0 0 0
171680 Sant-Joan-de-Mollet 99 0 0 0
171680 Sant-Joan-de-Mollet 100 0 0 0
82188 Sant-Joan-de-Vilatorrada 0 45 43 88
82188 Sant-Joan-de-Vilatorrada 1 42 52 94
82188 Sant-Joan-de-Vilatorrada 2 52 55 107
82188 Sant-Joan-de-Vilatorrada 3 59 55 114
82188 Sant-Joan-de-Vilatorrada 4 63 53 116
82188 Sant-Joan-de-Vilatorrada 5 57 57 114
82188 Sant-Joan-de-Vilatorrada 6 67 52 119
82188 Sant-Joan-de-Vilatorrada 7 63 57 120
82188 Sant-Joan-de-Vilatorrada 8 67 54 121
82188 Sant-Joan-de-Vilatorrada 9 60 65 125
82188 Sant-Joan-de-Vilatorrada 10 87 72 159
82188 Sant-Joan-de-Vilatorrada 11 70 67 137
82188 Sant-Joan-de-Vilatorrada 12 83 64 147
82188 Sant-Joan-de-Vilatorrada 13 72 67 139
82188 Sant-Joan-de-Vilatorrada 14 57 69 126
82188 Sant-Joan-de-Vilatorrada 15 53 55 108
82188 Sant-Joan-de-Vilatorrada 16 54 59 113
82188 Sant-Joan-de-Vilatorrada 17 54 59 113
82188 Sant-Joan-de-Vilatorrada 18 65 57 122
82188 Sant-Joan-de-Vilatorrada 19 52 46 98
82188 Sant-Joan-de-Vilatorrada 20 66 50 116
82188 Sant-Joan-de-Vilatorrada 21 48 46 94
82188 Sant-Joan-de-Vilatorrada 22 49 41 90
82188 Sant-Joan-de-Vilatorrada 23 66 43 109
82188 Sant-Joan-de-Vilatorrada 24 51 36 87
82188 Sant-Joan-de-Vilatorrada 25 58 39 97
82188 Sant-Joan-de-Vilatorrada 26 38 49 87
82188 Sant-Joan-de-Vilatorrada 27 53 38 91
82188 Sant-Joan-de-Vilatorrada 28 36 54 90
82188 Sant-Joan-de-Vilatorrada 29 44 55 99
82188 Sant-Joan-de-Vilatorrada 30 49 61 110
82188 Sant-Joan-de-Vilatorrada 31 60 61 121
82188 Sant-Joan-de-Vilatorrada 32 63 64 127
82188 Sant-Joan-de-Vilatorrada 33 79 70 149
82188 Sant-Joan-de-Vilatorrada 34 72 79 151
82188 Sant-Joan-de-Vilatorrada 35 74 72 146
82188 Sant-Joan-de-Vilatorrada 36 77 81 158
82188 Sant-Joan-de-Vilatorrada 37 91 89 180
82188 Sant-Joan-de-Vilatorrada 38 103 89 192
82188 Sant-Joan-de-Vilatorrada 39 107 105 212
82188 Sant-Joan-de-Vilatorrada 40 110 82 192
82188 Sant-Joan-de-Vilatorrada 41 100 96 196
82188 Sant-Joan-de-Vilatorrada 42 97 92 189
82188 Sant-Joan-de-Vilatorrada 43 117 110 227
82188 Sant-Joan-de-Vilatorrada 44 86 87 173
82188 Sant-Joan-de-Vilatorrada 45 100 92 192
82188 Sant-Joan-de-Vilatorrada 46 113 96 209
82188 Sant-Joan-de-Vilatorrada 47 85 86 171
82188 Sant-Joan-de-Vilatorrada 48 95 67 162
82188 Sant-Joan-de-Vilatorrada 49 90 92 182
82188 Sant-Joan-de-Vilatorrada 50 63 70 133
82188 Sant-Joan-de-Vilatorrada 51 76 76 152
82188 Sant-Joan-de-Vilatorrada 52 86 79 165
82188 Sant-Joan-de-Vilatorrada 53 76 92 168
82188 Sant-Joan-de-Vilatorrada 54 79 68 147
82188 Sant-Joan-de-Vilatorrada 55 60 74 134
82188 Sant-Joan-de-Vilatorrada 56 82 82 164
82188 Sant-Joan-de-Vilatorrada 57 61 72 133
82188 Sant-Joan-de-Vilatorrada 58 73 60 133
82188 Sant-Joan-de-Vilatorrada 59 67 76 143
82188 Sant-Joan-de-Vilatorrada 60 68 49 117
82188 Sant-Joan-de-Vilatorrada 61 49 48 97
82188 Sant-Joan-de-Vilatorrada 62 58 48 106
82188 Sant-Joan-de-Vilatorrada 63 50 64 114
82188 Sant-Joan-de-Vilatorrada 64 47 61 108
82188 Sant-Joan-de-Vilatorrada 65 47 60 107
82188 Sant-Joan-de-Vilatorrada 66 44 55 99
